symbol,name,market cap,country,ipo year,sector,industry
mmc,Marsh & McLennan Companies Inc. Common Stock,58220405416,United States,,Finance,Specialty Insurers
mmd,MainStay MacKay DefinedTerm Municipal Opportunities Fund,603104203,United States,2012,,
mmi,Marcus & Millichap Inc. Common Stock,1477011652,,2013,Finance,Real Estate
mmlp,Martin Midstream Partners L.P. Limited Partnership,56491545,United States,2002,Energy,Oil Refining/Marketing
mmm,3M Company Common Stock,1.0058E+11,United States,,Health Care,Medical/Dental Instruments
mmp,Magellan Midstream Partners L.P. Limited Partnership,9529749741,United States,,Energy,Natural Gas Distribution
mms,Maximus Inc. Common Stock,4501397090,United States,1997,Miscellaneous,Business Services
mmsi,Merit Medical Systems Inc. Common Stock,3046222871,United States,,Health Care,Medical/Dental Instruments
mmt,MFS Multimarket Income Trust Common Stock,370791948,United States,1987,,
mmu,Western Asset Managed Municipals Fund Inc. Common Stock,553590618,United States,1992,,
mmx,Maverix Metals Inc. Common Shares,751612453,,,Basic Industries,Precious Metals
mmyt,MakeMyTrip Limited Ordinary Shares,2955152777,India,2010,Consumer Services,Transportation Services
mn,Manning & Napier Inc. Class A Common Stock,103289209,United States,2011,Finance,Investment Managers
mndo,MIND C.T.I. Ltd. Ordinary Shares,51525515,Israel,,Technology,EDP Services
mnkd,MannKind Corporation Common Stock,796580687,United States,2004,Health Care,Major Pharmaceuticals
mnov,Medicinova Inc Common Stock,231376934,United States,,Health Care,Major Pharmaceuticals
mnp,Western Asset Municipal Partners Fund Inc. Common Stock,145299992,United States,1993,,
mnpr,Monopar Therapeutics Inc. Common Stock,67209839,United States,2019,Health Care,Major Pharmaceuticals
mnr,Monmouth Real Estate Investment Corporation Class A Common Stock,1716141858,United States,,Consumer Services,Real Estate Investment Trusts
mnrl,Brigham Minerals Inc. Class A Common Stock,631486089,,2019,Energy,Oil & Gas Production
mnro,Monro Inc. Common Stock,1756632592,United States,1991,Consumer Services,Automotive Aftermarket
mnsb,MainStreet Bancshares Inc. Common Stock,130731146,United States,,Finance,Major Banks
mnso,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,8047748741,China,2020,Consumer Services,Department/Specialty Retail Stores
mnst,Monster Beverage Corporation,48225195752,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
mntx,Manitex International Inc. Common Stock,104499722,United States,,Technology,Industrial Machinery/Components
mo,Altria Group Inc.,75823501932,United States,,Consumer Non-Durables,Farming/Seeds/Milling
mod,Modine Manufacturing Company Common Stock,634997951,United States,,Capital Goods,Auto Parts:O.E.M.
modn,Model N Inc. Common Stock,1234414341,United States,2013,Technology,Computer Software: Programming Data Processing
mofg,MidWestOne Financial Gp Common Stock,392750306,United States,,Finance,Major Banks
mogo,Mogo Inc. Common Shares,118116139,Canada,,Finance,Finance: Consumer Services
mogu,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),246763624,,2018,Miscellaneous,Business Services
moh,Molina Healthcare Inc Common Stock,12262054000,United States,2003,Health Care,Medical Specialities
moho,ECMOHO Limited American Depositary Shares,83375116,China,2019,Consumer Services,Catalog/Specialty Distribution
momo,Momo Inc. American Depositary Shares,2831607575,China,2014,Technology,Computer Software: Prepackaged Software
mor,MorphoSys AG American Depositary Shares,3728354559,Germany,2018,Health Care,Major Pharmaceuticals
morf,Morphic Holding Inc. Common Stock,1017790966,United States,2019,Health Care,Major Pharmaceuticals
morn,Morningstar Inc. Common Stock,9759485607,United States,2005,Finance,Investment Managers
mos,Mosaic Company (The) Common Stock,8372202937,United States,,Basic Industries,Agricultural Chemicals
mosy,MoSys Inc. Common Stock,8032456,United States,2001,Technology,Semiconductors
motn,Motion Acquisition Corp. Class A Common Stock,151764063,United States,2020,Finance,Business Services
mots,Motus GI Holdings Inc. Common Stock,30471341,Israel,2018,Health Care,Medical/Dental Instruments
mov,Movado Group Inc. Common Stock,376898990,United States,,Consumer Non-Durables,Consumer Specialties
moxc,Moxian Inc. Common Stock,23801548,China,,Technology,Computer Software: Programming Data Processing
mp,MP Materials Corp. Common Stock,5395491593,,2020,Basic Industries,Precious Metals
mpa,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,193899818,United States,1992,,
mpaa,Motorcar Parts  of America Inc. Common Stock,370239607,United States,,Capital Goods,Auto Parts:O.E.M.
mpb,Mid Penn Bancorp Common Stock,193558547,United States,,Finance,Major Banks
mpc,Marathon Petroleum Corporation Common Stock,26933687631,United States,,Energy,Integrated oil Companies
mpln,MultiPlan Corporation Class A Common Stock,5921834495,,2020,Miscellaneous,Business Services
mplx,MPLX LP Common Units Representing Limited Partner Interests,22426050625,United States,2012,Energy,Natural Gas Distribution
mpv,Barings Participation Investors Common Stock,125977881,United States,1988,Consumer Services,Miscellaneous
mpw,Medical Properties Trust Inc. common stock,11679368921,United States,2005,Consumer Services,Real Estate Investment Trusts
mpwr,Monolithic Power Systems Inc. Common Stock,16231312240,United States,2004,Technology,Semiconductors
mpx,Marine Products Corporation Common Stock,496175342,United States,,Capital Goods,Marine Transportation
mqt,Blackrock MuniYield Quality Fund II Inc. Common Stock,313443535,United States,1992,,
mqy,Blackrock MuniYield Quality Fund Inc. Common Stock,507590018,United States,1992,,
mram,Everspin Technologies Inc. Common Stock,87805867,United States,2016,Technology,Semiconductors
mrbk,Meridian Corporation Common Stock,127377369,United States,2017,,
mrc,MRC Global Inc. Common Stock,539898989,United States,2012,Capital Goods,Industrial Machinery/Components
mrcc,Monroe Capital Corporation Common Stock,169399359,United States,2012,,
mrcy,Mercury Systems Inc Common Stock,4917144352,United States,1998,Capital Goods,Electrical Products
mreo,Mereo BioPharma Group plc American Depositary Shares,250648330,United Kingdom,,Health Care,Major Pharmaceuticals
mrin,Marin Software Incorporated Common Stock,19021650,United States,,Technology,EDP Services
mrk,Merck & Company Inc. Common Stock (new),2.05287E+11,United States,,Health Care,Major Pharmaceuticals
mrkr,Marker Therapeutics Inc. Common Stock,71557402,United States,,Health Care,Major Pharmaceuticals
mrln,Marlin Business Services Corp. Common Stock,145131522,United States,2003,Finance,Major Banks
mrna,Moderna Inc. Common Stock,43975263969,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
mrns,Marinus Pharmaceuticals Inc. Common Stock,441039272,United States,2014,Health Care,Major Pharmaceuticals
mro,Marathon Oil Corporation Common Stock,5327761247,United States,,Energy,Oil & Gas Production
mrsn,Mersana Therapeutics Inc. Common Stock,1819291608,United States,2017,Health Care,Major Pharmaceuticals
mrtn,Marten Transport Ltd. Common Stock,1412188901,United States,1986,Transportation,Trucking Freight/Courier Services
mrtx,Mirati Therapeutics Inc. Common Stock,10970829063,United States,,Health Care,Major Pharmaceuticals
mrus,Merus N.V. Common Shares,508179065,Netherlands,2016,Health Care,Major Pharmaceuticals
mrvi,Maravai LifeSciences Holdings Inc. Class A Common Stock,7159277697,United States,2020,Health Care,Major Pharmaceuticals
mrvl,Marvell Technology Group Ltd. Common Stock,31903782000,Bermuda,2000,Technology,Semiconductors
ms,Morgan Stanley Common Stock,1.22935E+11,United States,,Finance,Investment Bankers/Brokers/Service
msa,MSA Safety Incorporated Common Stock,5786512715,United States,,Health Care,Industrial Specialties
msb,Mesabi Trust Common Stock,376657119,United States,,Basic Industries,Precious Metals
msbi,Midland States Bancorp Inc. Common Stock,402467305,United States,2016,Finance,Major Banks
msc,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,1579918961,,2018,Consumer Services,Hotels/Resorts
msci,MSCI Inc Common Stock,36145553242,United States,,Miscellaneous,Business Services
msd,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,187623062,United States,1993,,
msex,Middlesex Water Company Common Stock,1254653026,United States,,Public Utilities,Water Supply
msft,Microsoft Corporation Common Stock,1.68221E+12,United States,1986,Technology,Computer Software: Prepackaged Software
msge,Madison Square Garden Entertainment Corp. Class A Common Stock ,2527502299,,2020,Consumer Services,Services-Misc. Amusement & Recreation
msgn,MSG Networks Inc. Common Stock,2802435540,United States,,Consumer Services,Television Services
msgs,Madison Square Garden Sports Corp. Class A Common Stock (New),4512952824,United States,2015,Consumer Services,Services-Misc. Amusement & Recreation
msi,Motorola Solutions Inc. Common Stock,28474754794,United States,,Technology,Radio And Television Broadcasting And Communications Equipment
msm,MSC Industrial Direct Company Inc. Common Stock,4729722510,United States,1995,Capital Goods,Industrial Machinery/Components
msn,Emerson Radio Corporation Common Stock,21678140,United States,,Consumer Non-Durables,Consumer Electronics/Appliances
mson,MISONIX Inc. Common Stock (DE),205231204,United States,1992,Capital Goods,Medical Specialities
msp,Datto Holding Corp. Common Stock,4400636476,United States,2020,Technology,Computer Software: Prepackaged Software
mstr,MicroStrategy Incorporated Common Stock Class A,3646560172,United States,1998,Technology,Computer Software: Prepackaged Software
msvb,Mid-Southern Bancorp Inc. Common Stock,45715061,United States,2018,Finance,Savings Institutions
mt,Arcelor Mittal NY Registry Shares NEW,24739592977,Luxembourg,,Basic Industries,Steel/Iron Ore
mta,Metalla Royalty & Streaming Ltd. Common Shares,436454502,,,Basic Industries,Precious Metals
mtb,M&T Bank Corporation Common Stock,16135362314,United States,,Finance,Major Banks
mtbc,MTBC Inc. Common Stock,124882983,United States,2014,Technology,Computer Software: Prepackaged Software
mtc,MMTec Inc. Common Shares,31309200,China,2019,,
mtch,Match Group Inc. Common Stock,40333699120,United States,,Technology,Computer Software: Programming Data Processing
mtcr,Metacrine Inc. Common Stock,205573896,United States,2020,Health Care,Major Pharmaceuticals
mtd,Mettler-Toledo International Inc. Common Stock,26999214745,Switzerland,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments
mtdr,Matador Resources Company Common Stock,1459291170,United States,2012,Energy,Oil & Gas Production
mtem,Molecular Templates Inc. Common Stock,468664374,United States,,Health Care,Major Pharmaceuticals
mtex,Mannatech Incorporated Common Stock,37705505,United States,,Consumer Durables,Specialty Chemicals
mtg,MGIC Investment Corporation Common Stock,4196618446,United States,1991,Finance,Property-Casualty Insurers
mth,Meritage Homes Corporation Common Stock,3242917590,United States,,Capital Goods,Homebuilding
mtl,Mechel PAO American Depositary Shares (Each rep. 1 common shares),576877018,Russia,2004,Basic Industries,Steel/Iron Ore
mtls,Materialise NV American Depositary Shares,2939945085,Belgium,2014,Technology,Computer Software: Prepackaged Software
mtn,Vail Resorts Inc. Common Stock,11149691815,United States,1997,Consumer Services,Services-Misc. Amusement & Recreation
mtnb,Matinas Biopharma Holdings Inc. Common Stock,273509208,United States,2017,Health Care,Major Pharmaceuticals
mtor,Meritor Inc. Common Stock,1997608420,United States,,Capital Goods,Auto Parts:O.E.M.
mtp,Midatech Pharma PLC American Depositary Shs,24270817,United Kingdom,,Health Care,Major Pharmaceuticals
mtr,Mesa Royalty Trust Common Stock,12504689,United States,,Energy,Oil & Gas Production
mtrn,Materion Corporation,1276348279,United States,,Capital Goods,Industrial Specialties
mtrx,Matrix Service Company Common Stock,296715035,United States,1990,Basic Industries,Engineering & Construction
mtsc,MTS Systems Corporation Common Stock,1126598803,United States,,Capital Goods,Industrial Machinery/Components
mtsi,MACOM Technology Solutions Holdings Inc. Common Stock,3731435107,United States,2012,Technology,Semiconductors
mtsl,MER Telemanagement Solutions Ltd. Common Shares,6662736,Israel,1997,Public Utilities,Telecommunications Equipment
mtt,Western Asset Municipal Defined Opportunity Trust Inc Common Stock,254013057,United States,2009,,
mtw,Manitowoc Company Inc. (The) Common Stock,452372179,United States,,Capital Goods,Construction/Ag Equipment/Trucks
mtx,Minerals Technologies Inc. Common Stock,2107629736,United States,1992,Basic Industries,Major Chemicals
mtz,MasTec Inc. Common Stock,5070965912,United States,,Basic Industries,Water Supply
mu,Micron Technology Inc. Common Stock,80971748260,United States,,Technology,Semiconductors
mua,Blackrock MuniAssets Fund Inc Common Stock,527578613,United States,1993,,
muc,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,614709225,United States,1998,,
mue,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,302453793,United States,,,
mufg,Mitsubishi UFJ Financial Group Inc. Common Stock,57030272640,Japan,,Finance,Commercial Banks
muh,Blackrock MuniHoldings Fund II Inc. Common Stock,171007814,United States,1998,,
mui,Blackrock Muni Intermediate Duration Fund Inc Common Stock,567167699,United States,2003,,
